name,nationality,age,position,overall,potential,pace,shooting,passing,dribbling,defending,physical,market_value,club,league,foot,height,weight,season_goals,season_assists
Javier Cohene,葡萄牙,29,CB,68,72,53,37,53,46,67,70,8366202,FC Paços de Ferreira,葡萄牙超级联赛,右,188,80,0,0
Adama Soumaoro,法国,24,CB,68,74,52,38,45,48,68,75,6785968,LOSC Lille,法国甲级联赛,右,188,93,0,0
Patric,意大利,23,FB,68,74,68,56,63,65,68,71,8002963,Lazio,意大利甲级联赛,右,183,72,0,0
Nikola Petkovic,比利时,30,CM,68,68,54,65,58,59,68,70,10008395,KVC Westerlo,比利时甲级联赛,左,188,78,0,0
Jason Roberts,英格兰,38,ST,68,68,52,69,58,65,38,62,10851543,Blackburn Rovers,英格兰超级联赛,右,185,92,18,12
Nejc Pecnik,葡萄牙,30,CAM,68,68,62,67,69,72,38,64,10311245,CD Nacional,葡萄牙超级联赛,右,188,83,0,0
Jerome Prior,法国,21,GK,68,79,52,18,31,20,18,56,13026430,Girondins de Bordeaux,法国甲级联赛,右,183,88,0,0
Ricardo Fuller,英格兰,37,ST,68,68,65,68,61,69,33,67,8304813,Stoke City,英格兰超级联赛,右,190,78,22,9
Elliott Bennett,英格兰,28,W,68,69,82,67,65,68,56,58,13416122,Norwich City,英格兰超级联赛,右,178,73,2,6
Tomoaki Makino,德国,29,FB,68,74,66,38,62,64,70,69,16334876,FC St. Pauli,德国甲级联赛,右,183,76,0,0
Bjoern Helge Riise,英格兰,33,CM,68,68,64,70,66,66,68,71,28588651,Fulham,英格兰超级联赛,右,175,72,0,0
Eric Tie Bi,法国,26,FB,68,72,73,49,66,50,67,71,7952528,Évian Thonon Gaillard FC,法国甲级联赛,右,180,76,0,0
Lassad Nouioui,西班牙,30,ST,68,68,71,68,55,69,28,68,6235765,RC Deportivo de La Coruña,西班牙甲级联赛,右,188,78,12,0
Jean-Michel Lesage,法国,39,ST,68,68,57,70,73,66,30,65,5048859,Le Havre AC,法国甲级联赛,左,178,73,0,0
Glenn Verbauwhede,比利时,31,GK,68,70,60,20,22,18,15,66,10831416,KV Kortrijk,比利时甲级联赛,右,188,80,0,0
Jonathan Blondel,比利时,32,CM,68,68,74,67,68,66,68,72,10712113,Club Brugge KV,比利时甲级联赛,左,173,66,0,0
Julien Faussurier,法国,29,FB,68,68,66,50,68,60,65,80,9541583,FC Sochaux-Montbéliard,法国甲级联赛,右,173,70,3,3
Jerson Cabral,荷兰,25,W,68,71,82,67,51,72,36,52,8024198,Feyenoord,荷兰甲级联赛,左,178,69,2,0
Inaki Astiz,波兰,33,CB,68,68,69,26,54,42,69,70,8891606,Legia Warszawa,波兰甲级联赛,右,185,74,0,0
Jeff Hardeveld,荷兰,21,FB,68,76,66,41,55,60,72,68,4937765,FC Utrecht,荷兰甲级联赛,左,185,73,1,1
Tiago Filipe Gomes,西班牙,31,CAM,68,72,64,67,70,68,53,64,14815367,Hércules Club de Fútbol,西班牙甲级联赛,右,180,76,2,1
Rafael Bastos,葡萄牙,31,W,68,68,74,63,67,72,38,67,14163529,CD Nacional,葡萄牙超级联赛,右,185,72,0,0
Silva Laionel,葡萄牙,30,W,68,71,79,72,59,68,21,46,5564324,Gil Vicente FC,葡萄牙超级联赛,右,173,65,0,0
Kevin Kratz,德国,29,CM,68,68,72,68,68,66,65,78,15875388,Eintracht Braunschweig,德国甲级联赛,右,173,72,1,0
Norman Theuerkauf,德国,29,CM,68,68,55,62,63,62,69,74,6677833,Eintracht Braunschweig,德国甲级联赛,左,183,76,0,1
Maor Bar Buzaglo,比利时,28,W,68,73,72,65,68,70,17,58,11744536,Standard de Liège,比利时甲级联赛,右,175,72,0,0
Bruno Amaro,葡萄牙,33,CAM,68,68,53,75,72,68,60,63,2285132,Vitória Setúbal,葡萄牙超级联赛,右,180,77,0,0
Florian Raspentino,法国,27,ST,68,69,74,65,63,70,15,62,5736771,SC Bastia,法国甲级联赛,右,178,73,9,1
Lorenzo Burnet,荷兰,25,FB,68,71,78,39,61,68,67,59,5037340,FC Groningen,荷兰甲级联赛,左,170,65,1,0
Rudy,比利时,27,W,68,74,82,67,61,74,34,60,5416421,KSV Cercle Brugge,比利时甲级联赛,右,188,73,0,0
Emidio Rafael,葡萄牙,30,CM,68,68,64,64,62,63,70,65,6170962,Académica de Coimbra,葡萄牙超级联赛,左,180,75,0,0
Cleyton,葡萄牙,26,W,68,73,79,67,64,72,48,58,6379796,Académica de Coimbra,葡萄牙超级联赛,右,170,69,0,0
Salim Cisse,葡萄牙,24,ST,68,72,66,68,60,66,24,77,6078999,Académica de Coimbra,葡萄牙超级联赛,左,183,73,0,0
Fabris Fokobo,葡萄牙,22,FB,68,77,70,59,56,51,64,82,8213176,Académica de Coimbra,葡萄牙超级联赛,右,185,83,0,0
Olivier Sorlin,法国,37,CM,68,68,42,66,69,69,68,66,10651919,Évian Thonon Gaillard FC,法国甲级联赛,右,183,74,1,1
Joao Moreno,葡萄牙,35,CM,68,68,49,62,55,50,68,66,7317906,Vitória Guimarães,葡萄牙超级联赛,右,188,82,0,0
Javier Baraja,西班牙,36,CM,68,68,64,69,68,62,66,70,6127589,Real Valladolid,西班牙甲级联赛,右,178,79,4,1
Lionel Cappone,法国,37,GK,68,68,48,17,21,19,17,53,12830829,FC Lorient,法国甲级联赛,右,183,74,0,0
Ronny Philp,德国,27,FB,68,68,78,43,58,66,68,70,11991120,FC Augsburg,德国甲级联赛,右,183,78,0,1
Ousseynou Cisse,比利时,25,CM,68,71,48,50,58,64,67,81,9805606,Waasland-Beveren,比利时甲级联赛,左,196,85,0,0
Max Gruen,德国,29,GK,68,68,50,16,23,13,13,62,6704086,SpVgg Greuther Fürth,德国甲级联赛,右,190,86,0,0
Ruben Lima,葡萄牙,27,FB,68,70,76,55,67,66,67,69,5463765,Vitória Setúbal,葡萄牙超级联赛,左,175,72,0,0
Tcho,葡萄牙,29,CAM,68,72,69,66,65,71,44,62,9592293,CS Marítimo,葡萄牙超级联赛,右,175,70,0,0
Wellington,德国,28,ST,68,81,64,67,61,62,18,65,2091375,TSG 1899 Hoffenheim,德国甲级联赛,右,188,90,3,0
Willyan,葡萄牙,22,W,68,76,80,61,59,74,42,53,15904304,CD Nacional,葡萄牙超级联赛,右,170,69,0,0
Soares Bordignon Arghus,葡萄牙,28,CB,68,68,52,26,54,49,68,73,11162044,SC Braga,葡萄牙超级联赛,左,188,83,0,0
Selim Khelifi,瑞士,22,W,68,74,81,59,61,72,26,57,12366431,FC Lausanne-Sports,瑞士超级联赛,右,173,62,0,0
Mateusz Mak,波兰,25,W,68,72,85,62,63,70,39,68,9904567,GKS Bełchatów,波兰甲级联赛,右,175,64,0,0
Mathieu Coutadeur,法国,30,CAM,68,68,62,68,76,72,56,70,6474340,FC Lorient,法国甲级联赛,右,170,69,2,0
Stefan Babovic,法国,29,W,68,74,69,57,69,80,40,51,6592335,FC Nantes,法国甲级联赛,左,180,77,0,0
Sigamary Diarra,法国,32,W,68,68,80,62,67,66,42,66,21693835,FC Lorient,法国甲级联赛,左,175,74,4,2
Alvaro Gimenez,西班牙,25,W,68,72,78,65,57,73,20,61,6595466,RCD Mallorca,西班牙甲级联赛,右,183,75,2,0
Marco Zambelli,意大利,31,FB,68,68,69,56,53,62,70,70,5814884,Brescia,意大利甲级联赛,右,180,77,0,1
Franco Signorelli,意大利,25,CM,68,72,70,58,71,66,61,67,9368792,Empoli,意大利甲级联赛,右,178,68,0,0
Timo Baumgartl,德国,20,CB,68,80,58,38,50,52,68,69,17344264,VfB Stuttgart,德国甲级联赛,右,190,81,0,0
Nico Elvedi,德国,20,FB,68,83,68,35,53,58,69,71,14250898,Borussia Mönchengladbach,德国甲级联赛,右,188,83,0,0
Sylvain Marchal,法国,36,CB,68,68,34,41,57,44,69,67,5249344,FC Lorient,法国甲级联赛,右,183,83,2,0
Denis Tonucci,法国,28,CB,68,68,49,38,37,46,70,77,5902942,AC Ajaccio,法国甲级联赛,右,183,78,0,1
Anderson Conceicao,西班牙,27,CB,68,70,54,38,50,44,69,69,16076962,RCD Mallorca,西班牙甲级联赛,左,188,81,0,0
Kyle Bartley,苏格兰,25,CB,68,72,66,27,48,42,67,69,8680068,Rangers,苏格兰超级联赛,右,193,94,0,0
Tim Wiese,德国,35,GK,68,68,20,17,28,23,16,43,8547726,SV Werder Bremen,德国甲级联赛,右,193,110,0,1
Ibrahima Mbaye,意大利,22,FB,68,76,76,52,58,67,66,66,6824448,Livorno,意大利甲级联赛,右,188,70,2,0
Aloys Nong,比利时,33,ST,68,68,82,67,57,70,32,79,4330308,KV Mechelen,比利时甲级联赛,右,180,77,0,0
Maciej Dabrowski,波兰,29,CB,68,68,54,41,52,59,66,77,6514410,Pogoń Szczecin,波兰甲级联赛,右,193,88,0,0
Peter Pawlett,苏格兰,25,ST,68,69,84,64,63,69,22,72,5819850,Aberdeen,苏格兰超级联赛,右,178,68,0,0
Rasmus Joensson,德国,26,ST,68,70,68,67,64,71,32,60,8851464,VfL Wolfsburg,德国甲级联赛,右,193,70,0,1
Sonny Kittel,德国,23,W,68,74,68,59,68,73,25,59,14808152,Eintracht Frankfurt,德国甲级联赛,右,178,73,0,0
Paul Stalteri,德国,39,FB,68,76,70,44,55,57,69,73,4257583,Borussia Mönchengladbach,德国甲级联赛,右,180,77,0,0
Teemu Tainio,英格兰,37,CM,68,68,60,60,64,66,66,65,8630181,Sunderland,英格兰超级联赛,右,175,76,0,1
Mourtala Diakite,葡萄牙,36,CM,68,68,52,46,62,58,66,78,9006971,CF Os Belenenses,葡萄牙超级联赛,右,188,80,0,0
Matteo Ciofani,意大利,28,CB,68,68,65,30,47,52,71,75,13335099,Frosinone,意大利甲级联赛,右,183,76,0,0
Antonio Mazzotta,意大利,27,FB,68,70,74,50,53,62,66,68,10542904,Cesena,意大利甲级联赛,左,183,73,0,0
David Edwards,英格兰,30,CM,68,68,66,61,68,66,58,77,12550200,Wolverhampton Wanderers,英格兰超级联赛,右,183,78,5,2
Christian Strohdiek,德国,28,CB,68,68,48,20,42,40,66,67,13089956,SC Paderborn 07,德国甲级联赛,右,193,85,0,0
Shaleum Logan,苏格兰,28,FB,68,68,80,51,57,68,66,66,5496661,Aberdeen,苏格兰超级联赛,右,173,70,0,0
Sebastian Schachten,瑞士,32,FB,68,68,67,54,58,62,69,63,5783472,FC Luzern,瑞士超级联赛,右,190,85,1,0
Ramon Azeez,西班牙,24,FB,68,76,76,57,68,65,65,75,8562674,UD Almería,西班牙甲级联赛,右,170,67,2,1
Brito,葡萄牙,29,ST,68,68,84,63,58,72,23,71,8260836,Boavista FC,葡萄牙超级联赛,右,178,68,0,0
Rafik Halliche,葡萄牙,30,CB,68,73,60,43,53,50,68,69,14883554,Académica de Coimbra,葡萄牙超级联赛,右,188,77,0,0
Francesco Fedato,意大利,24,ST,68,75,81,67,57,75,27,69,8105142,Catania,意大利甲级联赛,右,178,66,0,0
Paolo Hernan Dellafiore,意大利,31,CB,68,68,66,40,45,48,69,69,7134333,Parma,意大利甲级联赛,右,185,74,2,0
Niklas Baerkroth,葡萄牙,24,W,68,73,86,66,64,74,29,63,11349361,"União de Leiria, SAD",葡萄牙超级联赛,右,173,78,0,0
Gino Coutinho,荷兰,34,GK,68,68,54,24,34,22,15,56,3645608,ADO Den Haag,荷兰甲级联赛,右,180,85,0,0
Anthony Gardner,英格兰,36,CB,68,68,58,32,45,41,68,62,14345873,Hull City,英格兰超级联赛,左,196,88,1,0
Niccolo Giannetti,意大利,25,ST,68,72,82,62,59,70,17,73,7369681,Juventus,意大利甲级联赛,右,180,73,0,0
Diogo Viana,葡萄牙,26,W,68,73,83,60,60,72,26,56,15785903,Gil Vicente FC,葡萄牙超级联赛,右,175,68,0,0
Anthony Annan,荷兰,30,FB,68,68,78,56,61,68,68,74,7070509,Vitesse,荷兰甲级联赛,右,175,64,0,0
Kebba Ceesay,波兰,29,FB,68,68,87,54,56,60,65,80,11671959,Lech Poznań,波兰甲级联赛,右,180,78,0,0
Diego Seoane Perez,西班牙,28,FB,68,68,72,47,54,60,70,75,7567945,RC Deportivo de La Coruña,西班牙甲级联赛,右,180,77,0,0
Alexandre Coeff,法国,24,CM,68,72,60,50,65,64,72,72,6422193,GFC Ajaccio,法国甲级联赛,右,185,72,0,0
Robert Acquafresca,意大利,29,ST,68,68,68,61,48,66,12,67,10497233,Cagliari,意大利甲级联赛,右,183,77,34,1
Jose Ariel Nunez,西班牙,28,ST,68,71,78,71,58,69,24,69,9971215,CA Osasuna,西班牙甲级联赛,右,173,71,0,0
Genki Omae,德国,27,W,68,72,80,59,57,70,28,59,9897263,Fortuna Düsseldorf,德国甲级联赛,右,165,67,0,0
Gianni Zuiverloon,荷兰,30,FB,68,68,71,50,66,65,70,74,5717170,ADO Den Haag,荷兰甲级联赛,右,178,74,1,1
Ibrahim Amadou,法国,23,FB,68,76,78,44,61,62,68,73,9025621,LOSC Lille,法国甲级联赛,右,183,81,0,0
Gaston Brugman,意大利,24,CAM,68,73,70,58,73,70,38,60,5863543,Palermo,意大利甲级联赛,右,175,66,0,0
Junior Oto'o Zue,葡萄牙,22,FB,68,74,77,28,49,72,68,72,5365780,Tondela,葡萄牙超级联赛,右,183,72,0,0
Vladimir Koman,意大利,27,CAM,68,72,72,67,73,69,52,59,12240646,Sampdoria,意大利甲级联赛,右,173,67,2,0
Ricardo Dani,葡萄牙,34,CM,68,68,50,53,65,64,68,65,9398577,Vitória Setúbal,葡萄牙超级联赛,右,178,80,0,0
Danny Koevermans,荷兰,38,ST,68,68,33,72,46,59,35,64,5578084,PSV,荷兰甲级联赛,右,190,79,0,0
Benjamin Leroy,法国,27,GK,68,69,34,16,17,16,13,39,9080811,Évian Thonon Gaillard FC,法国甲级联赛,右,185,74,0,0
Arlind Ajeti,瑞士,23,FB,68,76,72,36,54,50,66,75,8514570,FC Basel,瑞士超级联赛,右,183,83,0,0
Igor Stefanovic,葡萄牙,29,GK,68,68,44,18,30,20,16,57,5733263,Moreirense FC,葡萄牙超级联赛,右,193,86,0,0
Rafael Romo,意大利,26,GK,68,70,50,16,30,17,17,56,10284847,Lazio,意大利甲级联赛,右,198,85,0,0
Dorin Goian,苏格兰,36,FB,68,68,60,55,54,58,68,62,9656886,Rangers,苏格兰超级联赛,右,193,83,1,0
Jere Uronen,比利时,22,FB,68,76,72,62,64,64,67,69,11519947,KRC Genk,比利时甲级联赛,左,178,69,0,0
Andjelko Djuricic,葡萄牙,36,GK,68,75,42,13,30,17,17,40,6133596,"União de Leiria, SAD",葡萄牙超级联赛,右,190,85,0,0
Pavle Ninkov,法国,31,CM,68,68,60,63,71,70,67,70,5325565,Toulouse FC,法国甲级联赛,右,180,80,0,2
Neal Maupay,法国,20,W,68,79,82,64,61,71,30,55,10476506,OGC Nice,法国甲级联赛,右,170,69,5,0
Jose Gomes de Moraes Edmilson,西班牙,40,CM,68,68,38,67,75,64,66,52,4806293,Real Zaragoza,西班牙甲级联赛,右,185,75,1,0
Dean Moxey,英格兰,30,FB,68,68,70,57,57,67,68,67,9055447,Crystal Palace,英格兰超级联赛,左,188,70,0,1
Alvaro Anton,西班牙,33,CAM,68,68,68,67,73,70,45,59,13000362,CD Numancia,西班牙甲级联赛,右,178,70,0,0
Ruben Ligeon,荷兰,24,FB,68,73,89,50,56,70,64,65,14046522,NAC Breda,荷兰甲级联赛,右,175,60,0,1
Mike van Duinen,荷兰,25,ST,68,72,76,67,58,69,41,76,5792640,ADO Den Haag,荷兰甲级联赛,右,188,74,4,2
Daniel Fox,英格兰,30,CM,68,68,66,54,66,67,67,71,10157197,Southampton,英格兰超级联赛,左,180,78,2,3
Sheldon Bateau,比利时,25,FB,68,71,71,34,50,62,66,74,6822902,KV Mechelen,比利时甲级联赛,右,185,85,0,0
Raman Chibsah,意大利,23,CM,68,76,68,57,67,68,63,71,10733545,Sassuolo,意大利甲级联赛,右,178,78,0,0
Gael Danic,法国,35,W,68,68,62,63,67,70,31,59,6549418,Valenciennes FC,法国甲级联赛,左,175,65,15,0
Banel Nicolita,法国,31,ST,68,68,72,64,61,66,47,69,5461425,AS Saint-Étienne,法国甲级联赛,右,178,71,4,3
Alex Baptiste,英格兰,30,FB,68,68,72,46,51,56,72,80,17192155,Blackpool,英格兰超级联赛,右,180,74,2,0
Stefano Lucchini,意大利,36,CB,68,68,52,39,46,41,66,71,4878058,Sampdoria,意大利甲级联赛,右,185,76,1,2
Valeri Bojinov,意大利,30,ST,68,68,67,69,57,72,25,71,10674974,Parma,意大利甲级联赛,左,180,72,13,2
Martin Joergensen,意大利,41,CAM,68,68,52,69,74,72,62,54,5056913,Fiorentina,意大利甲级联赛,右,178,75,2,0
Nick van der Velden,荷兰,35,CM,68,68,56,70,66,69,59,70,11145304,N.E.C.,荷兰甲级联赛,右,188,78,2,1
Bryan Bergougnoux,法国,33,ST,68,68,68,68,65,70,34,62,8907698,Toulouse FC,法国甲级联赛,右,178,79,0,0
Nwankwo Obiorah,葡萄牙,25,FB,68,73,72,53,65,63,64,85,8038296,Académica de Coimbra,葡萄牙超级联赛,右,188,89,0,0
Demarai Gray,英格兰,20,W,68,82,90,65,56,76,22,59,8870447,Chelsea,英格兰超级联赛,右,178,66,0,0
Wouter Biebauw,比利时,32,GK,68,68,32,13,22,22,14,54,4706398,KV Mechelen,比利时甲级联赛,右,188,82,0,0
Marco Rigoni,意大利,36,CAM,68,68,66,65,71,70,49,63,3315613,Novara,意大利甲级联赛,右,175,68,13,2
Andre Bahia,荷兰,33,CB,68,68,62,40,54,50,70,74,3848332,Feyenoord,荷兰甲级联赛,左,183,80,1,0
Francisco Pavon,法国,36,FB,68,75,60,44,60,52,66,71,10117105,AC Arles-Avignon,法国甲级联赛,右,188,78,2,0
Elisson,葡萄牙,29,GK,68,68,48,16,35,14,15,41,6230837,CD Nacional,葡萄牙超级联赛,右,188,85,0,0
Miguel Pedro,葡萄牙,33,ST,68,68,66,66,63,70,29,60,5475787,Vitória Setúbal,葡萄牙超级联赛,右,175,70,0,0
Ronnie Schwartz,法国,27,ST,68,70,87,71,55,64,25,63,14023285,En Avant de Guingamp,法国甲级联赛,右,183,80,0,0
Chris Eagles,英格兰,31,W,68,68,70,67,67,71,29,60,6320326,Bolton Wanderers,英格兰超级联赛,右,183,67,6,8
Ander Murillo,西班牙,33,CB,68,73,61,33,55,54,70,67,6545652,Real Betis Balompié,西班牙甲级联赛,左,183,84,0,0
Mario Bermejo,西班牙,38,CAM,68,68,38,64,61,58,36,63,9594035,Xerez Club Deportivo,西班牙甲级联赛,右,178,70,17,1
Vasco Fernandes,葡萄牙,30,FB,68,72,75,44,58,64,66,85,12700361,S.C. Olhanense,葡萄牙超级联赛,右,180,72,0,0
Alessandro Potenza,意大利,32,FB,68,68,65,44,52,50,70,70,28179429,Catania,意大利甲级联赛,右,185,79,1,1
Kari Arnason,苏格兰,34,CM,68,68,32,55,60,51,66,73,9146098,Aberdeen,苏格兰超级联赛,右,190,79,0,0
Massimo Mutarelli,意大利,38,CM,68,75,65,58,70,68,68,68,7225705,Bologna,意大利甲级联赛,右,178,72,1,1
Alan Mannus,苏格兰,34,GK,68,68,41,15,29,18,16,50,21239551,St. Johnstone FC,苏格兰超级联赛,右,188,92,0,0
Gaston Sauro,瑞士,26,CB,68,70,57,38,51,54,66,76,6213466,FC Basel,瑞士超级联赛,右,190,84,0,0
Lulinha,葡萄牙,26,W,68,75,80,67,64,74,25,59,5601414,S.C. Olhanense,葡萄牙超级联赛,右,170,70,0,0
Jaroslaw Fojut,波兰,29,CB,68,68,65,46,51,40,68,70,9278890,Śląsk Wrocław,波兰甲级联赛,右,188,83,0,0
Joey O'Brien,英格兰,30,CM,68,68,52,45,64,65,73,73,6360396,West Ham United,英格兰超级联赛,右,180,70,3,6
Virgil Misidjan,荷兰,23,W,68,77,88,60,51,72,21,56,9917022,Willem II,荷兰甲级联赛,右,173,61,0,0
Declan John,英格兰,21,FB,68,79,84,58,59,66,66,63,11204709,Cardiff City,英格兰超级联赛,左,178,75,0,0
Manolo Reina,西班牙,31,GK,68,68,56,18,34,15,14,59,7729784,Levante UD,西班牙甲级联赛,右,185,80,0,0
Richairo Zivkovic,荷兰,20,ST,68,77,78,71,61,68,14,64,6588303,FC Groningen,荷兰甲级联赛,右,188,75,1,1
Marvin Peersman,荷兰,25,FB,68,71,70,53,54,60,70,78,7303622,SC Cambuur,荷兰甲级联赛,左,183,69,0,0
Ezequiel Calvente,葡萄牙,25,W,68,74,85,54,54,76,28,55,4360538,FC Penafiel,葡萄牙超级联赛,右,170,59,0,0
Vicente Gomez,西班牙,28,CM,68,69,54,60,73,67,64,67,7046402,UD Las Palmas,西班牙甲级联赛,左,188,78,0,0
Parfait Mandanda,比利时,27,GK,68,70,46,17,25,16,16,55,11195004,Sporting Charleroi,比利时甲级联赛,右,183,78,0,0
Rafael Lopes,葡萄牙,25,ST,68,74,70,68,45,60,20,75,4390456,Académica de Coimbra,葡萄牙超级联赛,右,183,81,0,0
Christian,葡萄牙,27,CAM,68,69,68,72,70,70,42,63,6395597,FC Paços de Ferreira,葡萄牙超级联赛,左,183,83,0,0
Oumar Diakhite,葡萄牙,23,CB,68,77,50,42,54,52,66,76,9345331,S.C. Olhanense,葡萄牙超级联赛,右,190,82,0,0
Mahmoud Kahraba,瑞士,22,W,68,76,82,64,56,78,25,65,12097272,FC Luzern,瑞士超级联赛,右,183,76,0,0
Hans Hateboer,荷兰,22,FB,68,75,73,49,51,60,68,73,10223989,FC Groningen,荷兰甲级联赛,右,188,74,1,2
Elinton Andrade,法国,37,GK,68,68,28,15,24,14,15,45,8703331,Olympique de Marseille,法国甲级联赛,右,190,86,0,0
